,prompt,source,index,caption_id,precision,reciprocal_rank
5548,Two men and two women walking in the rain while on of the men has an umbrella over himself.,mscoco,2222,559265,0.05,0.1607142857142857
5549,A baseball player is mid-swing at home plate.,mscoco,1889,163874,0.2,0.35
5550,A brick building with a large clock on the tower.,mscoco,3941,616581,0.35,0.5
5551,A baseball player taking a swing at a ball.,mscoco,549,31248,0.1,0.1428571428571428
5552,Two skateboarders doing tricks next to a coffee house.,mscoco,2681,94040,0.1,0.6666666666666666
5553,Woman in a sun dress holding up an umbrella. ,mscoco,1422,498365,0.15000000000000002,1.0
5554,A pigeon stands on a bar on a window.,mscoco,1069,597306,0.1,0.625
5555,A wrapped sandwich and a soda in a glass bottle on a table.,mscoco,1237,278032,0.05,0.1385135135135135
5556,A young child holding up a white frisbee on a field.,mscoco,1532,488798,0.2,0.75
5557,A covered canal is filled with small row boats.,mscoco,3697,361560,0.1,1.0
5558,Three zebras grazing in a natural grassy field.,mscoco,2257,155447,0.3,0.75
5559,People fly kites and relax at a crowded sunlit beach.,mscoco,5111,68740,0.55,0.75
5560,A yellow and white birtd is in flight.,mscoco,4629,28064,0.05,0.0803571428571428
5561,Several boats docked at a small boat dock.,mscoco,3294,310998,0.7,0.375
5562,a person cutting a cake on a tray with frosting,mscoco,4517,292927,0.6,0.75
5563,Man in a suit and tan jacket holding a game fish.,mscoco,5036,372331,0.1,0.75
5564,A small shelf with flowers near a mirror,mscoco,5688,300149,0.25,0.75
5565,Baseball players are holding bats in a baseball field.,mscoco,4071,763791,0.30000000000000004,0.6666666666666666
5566,"A surfer is riding a big wave on a white, red and gray surfboard.",mscoco,4,590752,0.0,0.03102409638554215
5567,A chicken sandwich and sweet potato fries on a plate.,mscoco,3774,141453,0.1,0.1339285714285714
5568,Three elephants wading in a water hole across from a wooded area.,mscoco,5350,791405,0.0,0.04951690821256035
5569,"Dog in dramatic catch of frisbee at a competition, with onlooking player and crowd.",mscoco,3868,311196,0.2,1.0
5570,Blurry color photo of people enjoying a ski resort area,mscoco,4249,186390,0.0,0.0328600405679513
5571,A little boy stands at a counter watching pizza be made.,mscoco,1410,266240,0.1,0.625
5572,A large selection of bananas and other fruits.,mscoco,4039,437364,0.5,0.75
5573,a small bed with blue comforter and sheets,mscoco,5193,556679,0.1,0.3125
5574,A view if a pleasant downtown sidewalk with an old fashioned clock and street lights,mscoco,1201,60443,0.45,0.75
5575,A red and white bus near the curb on a city street.,mscoco,367,488559,0.05,0.29545454545454547
5576,A refrigerator covered in pictures and stickers in a kitchen.,mscoco,2705,64552,0.8,1.0
5577,A couple of young men playing a game of frisbee.,mscoco,5874,383866,0.5,0.625
5578,A surfer in a wetsuit riding his board on a wave.,mscoco,2453,796035,0.25,0.26666666666666666
5579,A big black dog laying down near a disc.,mscoco,3088,332734,0.15,0.29166666666666663
5580,Two baseball players in the middle of a game.,mscoco,4299,777611,0.25,0.5
5581,Black bear walking through yard of human development during daytime.,mscoco,589,517416,0.35,0.41666666666666663
5582,A kitchen is undergoing renovations with a stainless steel refrigerator and white stove.,mscoco,3711,708177,0.05,0.5041322314049587
5583,a male tennis player in a white shirt is playing tennis,mscoco,1936,205151,0.25,1.0
5584,Several people are standing at a yellow food truck.,mscoco,3207,742365,0.1,0.75
5585,A cat that is sitting by a reflective ball.,mscoco,650,799976,0.05,0.5416666666666666
5586,a green bus is sitting by a curb,mscoco,956,701026,0.2,0.75
5587,A kitchen counter with plates of beans and hot dogs.,mscoco,5010,41045,0.15000000000000002,0.41666666666666663
5588,A group of horses in a field with a train passing by in the background.=,mscoco,5733,234143,0.1,1.0
5589,An old photo of four men in a boat with a bicycle ,mscoco,1666,703901,0.1,1.0
5590,A male tennis player in yellow hits the ball.,mscoco,1460,535744,0.2,1.0
5591,Two people playing Wii games in a living room.,mscoco,533,746757,0.35,0.625
5592,a bathroom with two sinks and a tile wall ,mscoco,1575,335570,0.1,0.2572463768115942
5593,A herd of sheep walking along the shore of a sandy beach.,mscoco,3990,35479,0.3,0.75
5594,A baseball player swings at the ball while the catcher is posed behind him.,mscoco,1039,37935,0.1,0.15000000000000002
5595,A cat peeks it's head out from behind a screen.,mscoco,1089,701085,0.1,0.16346153846153844
5596,a street sign sits on a corner next to parked cars,mscoco,271,328473,0.0,0.0222544750846637
5597,Two elephants with intertwined trunks standing in an enclosure.,mscoco,5953,808808,0.2,0.26785714285714285
5598,"A market with a variety of fruits including water melons, green and yellow bananas.",mscoco,5112,231818,0.1,0.2602040816326531
5599,A brown and white cow lays in a hay covered stall.,mscoco,5021,536173,0.15,0.5454545454545454
5600,Closeup of various fruits that include bananas and apples.,mscoco,797,190197,0.4,0.6666666666666666
5601,A man in a blue shirt surfing in the ocean.,mscoco,2807,179938,0.05,0.2589285714285714
5602,a small white toilet in a white tiled bathroom,mscoco,5587,762718,0.05,0.1488095238095238
5603,The little asian baby is eating a small carrot.,mscoco,1407,788349,0.1,1.0
5604,Several containers of vegetables are displayed in a market.,mscoco,4688,807982,0.4,0.375
5605,A plane sitting on the runway at sunset.,mscoco,3553,753185,0.35,1.0
5606,A woman is milking a cow in the animal stable. ,mscoco,4746,363448,0.1,0.11688311688311684
5607,A cat laying on its back next to a pair of shoes.,mscoco,5113,121414,0.1,0.225
5608,A police motorcyclist in motion on the road.,mscoco,4593,458716,0.6000000000000001,0.625
5609,A group of sheep standing on the rocky shores of a beach.,mscoco,227,269693,0.1,1.0
5610,A large bathroom has a tiny window and a tub and toilet and sink and mirror.,mscoco,1963,316793,0.0,0.0032429028703363
5611,"35mm macro shot a kitten licking a baby duck, studio lighting.",drawbench,153,153,0.0,0.0
5612,The birthday cake is decorated with icing and sticks. ,mscoco,605,727226,0.3,0.6666666666666666
5613,Competitor returning volley during tennis match on grass court.,mscoco,2306,642495,0.0,0.04292582417582415
5614,An airplane on display in a park near a street.,mscoco,3974,288448,0.5,0.75
5615,A family of three sit under two umbrellas at a beach.,mscoco,1030,723805,0.1,1.0
5616,A Frisbee lies on the pavement by a man in shorts at night,mscoco,3830,233371,0.1,0.1875
5617,A toilet with a wooden seat sitting next to a white tub.,mscoco,5247,318224,0.1,0.5015243902439024
5618,An image of the back trunk of a truck.  ,mscoco,1477,597767,0.2,0.3125
5619,Two men standing by a car on a hill top.,mscoco,1260,187072,0.1,0.15000000000000002
5620,A small commuter train pulling into the train station,mscoco,2285,94181,0.05,0.17069892473118276
5621,A COW IS WALKING WITH ITS OWNER AT A FAIR,mscoco,1736,100313,0.05,0.17857142857142855
5622,an unmade bed with striped pillows and a metal head board on a wooden floor.,mscoco,439,247488,0.0,0.0514786418400876
5623,"A green street sign that reads "" Pike "" hanging from a pole.",mscoco,2466,690445,0.05,0.53125
5624,A young child sits in a chair eating food.,mscoco,3310,814881,0.35,0.6666666666666666
5625,A bathroom that is heavily decorated with wood.,mscoco,1413,505147,0.35,1.0
5626,A narrow gap between two buildings with a clock tower in the middle,mscoco,3150,534534,0.1,0.23809523809523805
5627,A small bowl of oranges on a table.,mscoco,3503,113549,0.7,1.0
5628,a young woman is playing with a red umbrella,mscoco,1438,712560,0.0,0.018947863951982998
5629,A man holding a kite in a park ,mscoco,5180,588310,0.55,0.75
5630,Three men sit at a conference discussing a topic,mscoco,5294,310927,0.05,0.1813725490196078
5631,Boy preparing throw a frisbee at night on red sand,mscoco,5740,568761,0.1,1.0
5632,A baseball player running towards base while the baseman is waiting to catch the baseball. ,mscoco,964,355500,0.15000000000000002,0.225
5633,The large electronic toilet has a label on the back of the seat.,mscoco,897,455542,0.6,0.75
5634,A toilet in a small tiled bathroom with white walls.,mscoco,4462,751297,0.30000000000000004,0.6666666666666666
5635,Motorcycle parked perpendicular on side of city street at night.,mscoco,5467,657154,0.15000000000000002,0.375
5636,A prepared meal is sitting on a table.,mscoco,1205,803686,0.0,0.02765151515151515
5637,Two Siamese cats rest on a pink blanket.,mscoco,4959,683960,0.1,1.0
5638,Renovations being performed on the interior of a house. ,mscoco,3029,501553,0.2,0.625
5639,Arrangement of small white flowers and conifer branches in a vase.,mscoco,1773,555151,0.05,0.5384615384615384
5640,A small bathroom with a cabinet over the toilet,mscoco,1457,688645,0.30000000000000004,0.5714285714285714
5641,A woman in white shirt looking at a piece of cake on white plate.,mscoco,4813,357216,0.15000000000000002,0.75
5642,"A display of white and red teddy bears that say ""I love you"".",mscoco,2017,40295,0.1,1.0
5643,An elephant lifts a chained metal can with its trunk.,mscoco,5647,697213,0.05,0.5454545454545454
5644,A plate of broccoli and carrots on a table.,mscoco,1436,431632,0.30000000000000004,0.625
5645,Child at bat in Little League baseball while teammate watches from first base.,mscoco,4572,131929,0.0,0.030019493177387897
5646,A group of giraffe standing next to a wooden fence.,mscoco,730,583583,0.5,0.75
5647,a white vase with some yellow and white flowers,mscoco,2278,546688,0.2,0.75
5648,"If you need a toilet, there are a couple on the curb.",mscoco,5968,603658,0.15000000000000002,0.3125
5649,A gray haired man is wearing a blue shirt and has a tie draped around his neck.,mscoco,316,496526,0.1,0.55
5650,A corner of street with a building showing a bowling pin.,mscoco,3570,372830,0.0,0.0422253258845437
5651,A doughnut that is in pieces on a plate.,mscoco,305,517939,0.2,1.0
5652,A baseball player holding a bat on a field.,mscoco,4209,217326,0.65,0.6
5653,Wet elephants shake water onto people bathing them.,mscoco,2560,17132,0.25,0.625
5654,Computer equipment sits on shelves of a desk. ,mscoco,5636,103684,0.45,0.41666666666666663
5655,Small multicolored airplane sitting on a landing strip.,mscoco,3165,325255,0.25,0.75
5656,An electric commuter train coming in to the station,mscoco,1322,332186,0.25,0.375
5657,A woman holding a video game controller and grinning.,mscoco,2872,286515,0.5,1.0
5658,A man and dog in a frisbee competition.,mscoco,2959,734557,0.7,1.0
5659,An adult and a juvenile zebra graze in a green field.,mscoco,2661,417621,0.1,0.5172413793103448
5660,"Closeup of a small pizza with mushrooms, broccoli and cheese.",mscoco,2779,257129,0.0,0.0261728395061728
5661,A woman smiles while holding a beverage near various donuts.,mscoco,733,343239,0.1,1.0
5662,The stop sign is posted beside a busy city street.,mscoco,4699,555427,0.15000000000000002,0.3214285714285714
5663,Group of giraffes standing on grassy field in open enclosure. ,mscoco,982,814250,0.25,0.3333333333333333
5664,A pizza sitting on top of a white plate.,mscoco,5746,766828,0.7,1.0
5665,A heard of dairy cows photographed in black and white.,mscoco,3064,312983,0.30000000000000004,0.75
5666,Two kids on a tennis court playing tennis,mscoco,406,132621,0.4,0.75
5667,Four mini pizzas on a plate by a wine glass.,mscoco,3019,153635,0.1,0.75
5668,Several police officers on motorcycles parked on the street.,mscoco,2386,443734,0.0,0.034647550776583
5669,The four men are performing in costumes. ,mscoco,1738,385848,0.1,0.6666666666666666
5670,Two men walking with surfboards under their arms.,mscoco,3197,302740,0.6499999999999999,1.0
5671,Woman with cell phone posing on city street at night.,mscoco,2293,554976,0.1,0.1964285714285714
5672,A man and woman posing for a photo with a cake.,mscoco,2002,513237,0.44999999999999996,0.75
5673,A bathroom that has a large window in it.,mscoco,1620,350548,0.4,0.625
5674,A man in a red baseball cap and sunglasses eating a slice of cheese pizza on a plate. ,mscoco,4605,486544,0.1,1.0
5675,Two brown and white cows graze in a pasture,mscoco,4327,304036,0.05,0.125
5676,A blue sake pitcher sits by two cups,mscoco,591,19704,0.1,1.0
5677,A dark blue vase with clear handles holds green foliage.,mscoco,1169,758079,0.1,1.0
5678,A person on a surfboard in the water.,mscoco,613,449068,0.1,0.5555555555555556
5679,A fire hydrant that has been painted white and orange.,mscoco,4983,788729,0.2,0.5
5680,Cut up pictures of plants from magazines and a pair of scissors.,mscoco,2646,713373,0.1,1.0
5681,A woman is playing Frisbee with a dog.,mscoco,2952,452049,0.35,0.5714285714285714
5682,Old dark painted locomotive near yellow painted boxcar on next track.,mscoco,5059,232695,0.0,0.009837962962962899
5683,Young snowboarder on shallow slope with snow and others,mscoco,4945,782964,0.05,0.25306748466257667
5684,A boy smiles while eating pizza at a table with his friend.,mscoco,2605,22498,0.25,0.625
5685,A woman playing tennis on a clay court.,mscoco,2372,15389,0.25,0.6
5686,A group of people riding skis down a snow covered slope.,mscoco,3011,803489,0.35,0.5625
5687,A red motorcycle parked in a parking lot.,mscoco,764,254408,0.6,1.0
5688,A toilet that has the seat up in a bathroom.,mscoco,3595,749110,0.4,0.26666666666666666
5689,Lettuce and dried fruit sit in bowls on a table.,mscoco,3279,724599,0.1,0.23809523809523805
5690,a man that is skiing across some snow field,mscoco,5382,650595,0.15000000000000002,1.0
5691,A close up of an Apple keyboard and wireless mouse.,mscoco,2542,163215,0.25,0.6666666666666666
5692,Tampa Rays baseball player high fives his teammate.,mscoco,5081,7602,0.05,0.5021645021645021
5693,A skateboarder jumps off the end of a high ramp on his board.,mscoco,4286,679328,0.2,0.5
5694,a man standing in his kitchen in the middle of reading a magazine,mscoco,215,512860,0.1,0.5113636363636364
5695,A busy city street with traffic passing a warning sign.,mscoco,1323,310021,0.0,0.01162860721684245
5696,The view of a kitchen that has an island with a bowl of fruit.,mscoco,4926,203766,0.05,0.17176870748299317
5697,"A pair of scissors, measuring tape, ruler and hole punch on a table.",mscoco,3853,804130,0.1,0.5227272727272727
5698,A skateboarder in mid air performing a trick.,mscoco,3477,38602,0.25,1.0
5699,Several shopping bags are sitting on a blue bench.,mscoco,1746,606270,0.1,1.0
5700,An assortment of doughnuts are arranged in a box.,mscoco,528,690387,0.9,1.0
5701,"A bike that has ""Bike And Destroy"" written on it's side.",mscoco,4682,495562,0.1,0.6666666666666666
5702,An elephant under the sea.,drawbench,32,32,0.0,0.0
5703,A tennis player hits the ball while the crowd watches,mscoco,3680,674940,0.2,0.29166666666666663
5704,A poodle and a another hairy dog are playing with each other.,mscoco,5370,639222,0.25,1.0
5705,A three wheel motor bike parked next to a motorcycle on a side walk. ,mscoco,4542,478364,0.0,0.02896825396825395
5706,A skier in red leaving a starting area at The Olympics.,mscoco,5879,39439,0.05,0.19999999999999996
5707,Two blue and black parking meters sitting on a sidewalk.,mscoco,2484,83152,0.1,1.0
5708,A snowy city street with a french stop sign.,mscoco,3835,732095,0.05,0.5333333333333333
5709,A girl flying a yellow kite on a field. ,mscoco,22,27533,0.05,0.2833333333333333
5710,View of a bathroom vanity and mirror with a closed box sitting on top.,mscoco,4778,485567,0.1,0.5625
5711,A group of people sit at tables to eat a Christmas meal.,mscoco,5470,137544,0.1,0.5555555555555556
5712,A table with red and blue table cloth and yellow tulips,mscoco,1730,333855,0.2,1.0
5713,A green bus that is parked in front of other buses.,mscoco,5405,415470,0.4,0.5833333333333333
5714,A man in a suit posing for a picture.,mscoco,1018,18458,0.55,0.75
5715,A man on a bicycle with a dog sitting in the back of the bike.,mscoco,2645,331173,0.25,0.3055555555555556
5716,A deep dish pizza on a table with two plates and drinking glasses,mscoco,394,772866,0.05,0.10096153846153845
5717,"Bunches of carrots, beets, radishes, and multiple lettuces displayed on a table.",mscoco,5972,455264,0.1,0.14015151515151514
5718,Outdoor table with electronic scale next to phone near food items.,mscoco,5767,777190,0.1,0.55
5719,A display of teddy bears are on an outdoor blanket.,mscoco,1085,403908,0.0,0.0215201465201465
5720,two people standing near a table cutting a cake ,mscoco,5981,781417,0.65,1.0
5721,A cat examines a bag while standing on a suitcase.,mscoco,79,490280,0.1,0.75
5722,A man is standing looking at a cell phone near a cell phone advertisement.,mscoco,3775,304256,0.05,0.0906593406593406
5723,A box of doughnuts next to a coffee cup and sports drink.,mscoco,543,461425,0.1,0.75
5724,A red double decker bus driving down a street.,mscoco,1283,622697,0.8500000000000001,1.0
5725,"A long marble like bath room vanity with a stool, two sink basins with mirrors and lights over them",mscoco,4136,5795,0.0,0.021666158071406698
5726,A tennis player with a cap holding a racket,mscoco,1739,667388,0.1,0.24999999999999994
5727,This is an empty kitchen with white cabinets and an oven.,mscoco,4038,107909,0.05,0.0731382978723404
5728,Foreign bathroom shows that toilet is simply a hole in a box,mscoco,5019,356935,0.0,0.0476669348350764
5729,A white bird flying over a large body of water.,mscoco,5614,566924,0.7,1.0
5730,Three people on skis and snowboards pose near a snowy mountain.,mscoco,3286,258868,0.6,1.0
5731,A young man is in the air on a skateboard.,mscoco,4227,114145,0.3,0.5625
5732,A group of people walking outside of a building with a clock tower in the background.,mscoco,369,189932,0.05,0.5087719298245614
5733,A blueberry pie containing natural ingredients and baked crust.,mscoco,3079,6139,0.05,0.16666666666666666
5734,A dog sitting on the floor near two wooden chairs sitting at a wooden desk.,mscoco,400,310783,0.05,0.09545454545454546
5735,A display of different vegetables is seen in a store.,mscoco,3169,714197,0.9,1.0
5736,A view of a city street through the windshield of a vehicle.,mscoco,1508,313837,0.4,1.0
5737,A black bear is eating red berries by some grass.,mscoco,3066,384339,0.25,0.41666666666666663
5738,A woman with a pink umbrella walks past a storefront.,mscoco,5415,579791,0.15000000000000002,0.5714285714285714
5739,One teammate grabs a bat while waiting with other teammates.,mscoco,4250,483005,0.05,0.057178932178932156
5740,A man in a brown shirt is playing a video game. ,mscoco,4798,466531,0.1,0.20833333333333331
5741,A baseball player swinging a bat over home plate.,mscoco,1968,453929,0.3,0.29166666666666663
5742,A child eating a snack at a table,mscoco,3297,366,0.6499999999999999,0.75
5743,a bouquet of flowers on a church pulpit,mscoco,3205,293550,0.1,0.75
5744,A toddler playing with a red digital camera.,mscoco,3736,377409,0.05,0.5384615384615384
5745,A big sandwich sits on a plate with some french fries.,mscoco,310,82743,0.4,0.3214285714285714
5746,A formation of fighter jets flying through a blue sky.,mscoco,5533,712478,0.75,1.0
5747,two decorated doughnuts sitting on wrappers next to a cup of coffee,mscoco,5278,695152,0.2,0.6
5748,A person is skiing down a snowy slope.,mscoco,3851,786185,0.55,1.0
5749,Three horses ridden by jockeys in a close race.,mscoco,5761,299543,0.3,0.5357142857142857
5750,A bird perched on top of a tree branch.,mscoco,4683,721687,1.0,1.0
5751,Two cows are walking along a rocky landscape.,mscoco,1129,260039,0.05,0.13520408163265304
5752,A girl with a happy look holding a teddy bear on a trampoline.,mscoco,3795,452570,0.1,1.0
5753,An empty bottle sitting on a picnic table.,mscoco,5685,532846,0.1,0.75
5754,A woman and a man play a game on the Wii console as friends look on.,mscoco,2540,164110,0.0,0.04390681003584225
5755,some people on a street and two policemen on horses,mscoco,4600,403106,0.4,0.625
5756,A man and a woman take a horse and carriage ride down the street.,mscoco,835,649750,0.2,0.6
5757,Several bicycles parked by the side of a road.,mscoco,291,70484,0.7,1.0
5758,Two giraffes in a fenced enclosure with tall trees.,mscoco,1384,53656,0.44999999999999996,0.6
5759,"A brown, white and black bird in grassy area next to rocks.",mscoco,2973,409381,0.35,0.6
5760,A blue bowl with bananas and oatmeal and milk.,mscoco,2076,107178,0.2,0.75
5761,Two zebras standing in the shade in an enclosure.,mscoco,2577,47756,0.0,0.062030075187969894
5762,A round white plate has healthy food and a side of nuts.,mscoco,4241,82417,0.0,0.0205599104143337
5763,A chili dog is sitting on a table.,mscoco,5342,131977,0.1,0.1875
5764,A black motorcycle is parked on a street corner.,mscoco,917,475323,0.05,0.52
5765,a tall clock tower with buildings near by,mscoco,4240,262059,0.3,0.6
5766,A man standing next to a woman on a tennis court.,mscoco,5696,732951,0.8,0.75
5767,A dessert is displayed on a plate on a table.,mscoco,1374,760367,0.45,0.75
5768,A living room with a fire place and brown couch and tv,mscoco,5515,669898,0.15000000000000002,0.55
5769,Woman at kitchen counter cutting up a fish.,mscoco,4727,499415,0.1,0.1125
5770,a snowy hill surrounded by some clouds ,mscoco,719,790196,0.05,0.10084033613445374
5771,A kitchen with a wooden floor and white cabinets.,mscoco,4381,219050,0.35,0.6666666666666666
5772,A woman sitting on a bus while holding a brown dog.,mscoco,3311,509481,0.1,0.75
5773,Skateboarder at ninety degree angle at skate park. ,mscoco,4047,742479,0.25,1.0
5774,Two giraffes next to palm tree in outdoor field.,mscoco,2545,230955,0.1,0.3333333333333333
5775,a person is holding a gray and white cat next to a plate of food,mscoco,2856,123329,0.15000000000000002,0.75
5776,A tabby cat is laying in a very decorative case with handle.,mscoco,819,528744,0.1,0.75
5777,Family room with various furniture and lit fireplace.,mscoco,3608,10849,0.1,0.13970588235294115
5778,Three horses covered in blankets are walking through a field.,mscoco,4950,635394,0.05,0.5128205128205128
5779,A police officer patrolling on a motorcycle driving down the street.,mscoco,4536,14448,0.7,1.0
5780,A plane is flying in the evening sky.,mscoco,1263,659470,0.15000000000000002,0.26666666666666666
5781,A living room is pictured with a variety of chairs and sliding doors. ,mscoco,1351,280209,0.0,0.0385232744783306
5782,A man with a surfboard wading into the ocean while a woman sits on the beach watching.,mscoco,4910,245680,0.05,0.051865671641791004
5783,a red clock hanging on the side of a building,mscoco,4918,716436,0.25,0.375
5784,A giraffe walks by a fallen tree beside a lake.,mscoco,4985,682115,0.1,1.0
5785,A fenced hilly green pasture with sheep grazing on it.,mscoco,3247,654117,0.3,0.75
5786,a person wearing a suit and tie holding a shoe,mscoco,765,604352,0.1,1.0
5787,Close up view of a large sandwich and pickle on a plate.,mscoco,319,264567,0.15000000000000002,0.5833333333333333
5788,A clock is outside near a flag and a building.,mscoco,1251,739719,0.15,0.5227272727272727
5789,A man does a back flip as a skateboarder rides underneath him.,mscoco,3032,676960,0.0,0.02073365231259965
5790,Engine car of train traveling in industrial rail yard.,mscoco,4598,659077,0.1,0.5555555555555556
5791,a horse eating grass in a field behind a fence,mscoco,56,115826,0.25,1.0
5792,A glass vase filled with and assortment of of flowers,mscoco,5504,660912,0.15,0.2628205128205128
5793,Motorcyclist displaying skills in front of large crowd at outdoor event.,mscoco,3855,360103,0.15000000000000002,0.26666666666666666
5794,Man holding son at zoo pointing to a cow close by.,mscoco,3322,113144,0.1,1.0
5795,A traffic sign on dirt area next to curving road.,mscoco,2327,377456,0.25,0.75
5796,Two trains sitting next to a train platform.,mscoco,5599,354851,0.44999999999999996,0.6666666666666666
5797,Two women in tennis outfits are on a tennis court while one of the women holds out a racket as a ball is in the air.,mscoco,2470,115883,0.0,0.024065040650406502
5798,A group of teddy bears are on display at the store.,mscoco,586,794864,0.8500000000000001,0.75
5799,a fire hydrant with a hose by a short tree ,mscoco,4921,608645,0.0,0.0217875318066157
5800,A big pretty commercial plane on the runway.,mscoco,3404,571438,0.3,0.375
5801,A pitcher partly covers another baseball player during a game sponsored by Comcast.,mscoco,4584,336040,0.0,0.01559834267609065
5802,A little chihuahua puppy laying with his stuffed bear,mscoco,1880,57495,0.1,1.0
5803,Man eating a large slice of pizza off of paper plates.,mscoco,4800,411635,0.44999999999999996,0.375
5804,A black cat hides behind a person's legs with red knee socks and brown shoes.,mscoco,5118,488413,0.1,1.0
5805,Empty wooden bench with piles of twigs in front of some parked cars.,mscoco,5819,303742,0.1,0.375
5806,A black colored car.,drawbench,1,1,0.0,0.00047232607792555
5807,A clock tower with the clock lit up at dusk.,mscoco,5760,711239,0.5,0.75
5808,THIS IS A PHOTO OF SEVERAL CHILDREN PLAYING A GAME OF BASKETBALL,mscoco,2056,765247,0.35,0.75
5809,The couch with throw pillows and a quilt is against the wood paneled wall.,mscoco,1623,70558,0.1,0.55
5810,Three women are holding wine glasses and smiling.,mscoco,3776,511198,0.15000000000000002,1.0
5811,a large giraffe is standing near a tree,mscoco,832,791543,0.2,0.24999999999999994
5812,A rainbow birthday cake sitting on a decorative table cloth. ,mscoco,5033,508073,0.1,0.625
5813,A person flying through the air while riding a snowboard.,mscoco,3906,262985,0.44999999999999996,0.375
5814,two giraffes walking on the field besides big rocks,mscoco,5298,492550,0.45,1.0
5815,two giraffes walking in a field near many bushes ,mscoco,1555,817793,0.35,0.41666666666666663
5816,A person cuts a pizza with a pizza cutter. ,mscoco,4088,555676,0.55,1.0
5817,A light plane sits on a sandy beach in front of ocean.,mscoco,4235,571513,0.2,1.0
5818,stop sign at an intersection of silver and richmond,mscoco,1779,747180,0.05,0.10155763239875386
5819,A child smiles in front of a container of carrots with a stuffed rabbit.,mscoco,5440,658155,0.1,1.0
5820,A black and white dog sitting next to a yellow fire hydrant.,mscoco,2283,589180,0.1,0.625
5821,Various sizes and colors of tagged and bundled luggage.,mscoco,3524,10642,0.1,0.29166666666666663
5822,Tennis player in white prepares to hit the ball. ,mscoco,2368,78318,0.2,0.41666666666666663
5823,A man in a full wetsuit surfing along a wave.,mscoco,332,815986,0.35,0.5238095238095238
5824,There is a picture hanging over the toilet.,mscoco,5621,786005,0.8,1.0
5825,A basket of large carrots next to a box of bell peppers.,mscoco,1985,462177,0.1,1.0
5826,A red fire hydrant beside a a small construction barrier.,mscoco,404,514440,0.05,0.5017543859649123
5827,A man in yellow shirt playing a game with Nintendo Wii controller.,mscoco,2315,406408,0.1,0.28846153846153844
5828,A child eating a slice of pizza at a table.,mscoco,4455,46856,0.8,1.0
5829,Many spoons are inside of a clear jar.,mscoco,1319,504625,0.05,0.5076923076923077
5830,Two brown bears meet while swimming in muddy water.,mscoco,4905,616216,0.2,0.375
5831,A young girl is riding on a skateboard.,mscoco,4356,92962,0.44999999999999996,0.5714285714285714
5832,An assortment of doughnuts are laid out on display.,mscoco,2997,736933,0.8,0.75
5833,A long dark wood dining table and matching chairs is the focal point of a sunlight dining room. ,mscoco,5287,534576,0.2,1.0
5834,A small boy holding a stuffed animal in his arm.,mscoco,3857,70718,0.44999999999999996,0.41666666666666663
5835,A group of people sitting in living are next to an entertainment unit.,mscoco,716,280794,0.05,0.5055555555555555
5836,A man is riding a 4-wheeled skateboard in a road. ,mscoco,5511,626701,0.45,0.41666666666666663
5837,A yellow hanging stop light surrounded by buildings.,mscoco,2404,351918,0.0,0.0406839622641509
5838,A child on a skateboard is performing a trick on a slab.,mscoco,1760,450244,0.05,0.13257575757575754
5839,"A batter, catcher and umpire during a baseball game.",mscoco,251,308143,0.25,0.3214285714285714
5840,a female playing tennis on a clay court.,mscoco,5995,51091,0.05,0.07478632478632476
5841,two young children sitting in a chair by a big teddy bear,mscoco,4471,371327,0.1,0.1833333333333333
5842,"A cheeseburger sits on a white plate, next to a drink in a Dunkin Donuts cup.",mscoco,5800,59259,0.1,0.5555555555555556
5843,The woman smiles as she digs into a salad with a knife and fork.,mscoco,5814,462625,0.1,0.5714285714285714
5844,A red double decker bus on a busy street.,mscoco,669,292443,0.75,1.0
5845,A bus and cars wait at a city intersection.,mscoco,5801,381031,0.15,0.19999999999999996
5846,A park bench sits empty in a grassy field and mountain with wild animals in the background.,mscoco,1722,591347,0.25,0.75
5847,"An orange, red and white bus with chrome rims.",mscoco,4775,532370,0.1,0.75
5848,a small airplane sitting in the middle of an airstrip in a field,mscoco,15,321774,0.0,0.04999999999999995
5849,A man in a party hat sits at a table talking on a cell phone.,mscoco,1235,709485,0.1,0.625
5850,"A double decker bus painted whit, purple and red",mscoco,5267,166057,0.2,0.5555555555555556
5851,A glossy black refrigerator is inside a wooden cabinet.,mscoco,2200,179244,0.35,0.35
5852,A herd of sheep grazing on a lush green field.,mscoco,3759,456625,0.75,0.75
5853,The cupcake is decorated with a red and white bow.,mscoco,5869,790946,0.1,1.0
5854,a man and woman smile while both holding a bag.,mscoco,3785,320713,0.05,0.2504849660523763
5855,A remote and a cell phone laying on a table.,mscoco,1789,105733,0.05,0.1047619047619047
5856,a large blue umbrella and chair on a beach,mscoco,2873,135579,0.35,1.0
5857,A cat perched on a toilet seat looking down at the floor,mscoco,3689,357066,0.05,0.5108695652173914
5858,The small train is stopped at the station.,mscoco,738,629957,0.0,0.0531674208144796
5859,An empty street intersection on a foggy day.,mscoco,1186,217854,0.1,0.5833333333333333
5860,A building has a row of windows and a clock tower behind it.,mscoco,5082,190834,0.15000000000000002,0.6
5861,people walking on the sand of a beach shoreline beneath flying kites.,mscoco,3746,249067,0.6,0.75
5862,A large clock tower with a concrete design.,mscoco,2066,819525,0.1,0.0941558441558441
