,prompt,source,index,precision,reciprocal_rank,caption_id
5383,"A round blue cake decorated with a sign that reads ""Central Park"".",mscoco,3146,0.1,0.5,676582
5384,A woman with red hair wearing a uniform eats a hot dog.,mscoco,3018,0.1,0.5,713842
5385,A four poster white bed is in a white room.,mscoco,2992,0.1,1.0,331019
5386,"View from inside of an apartment wit ha TV and a chair, the door to the outside is open.",mscoco,4776,0.2,0.5,347248
5387,A sidewalk with a large grouping of people.,mscoco,1923,0.4,0.2,158606
5388,A surfer rides a wave beneath the pylons of a dock.,mscoco,3913,0.3,1.0,369113
5389,A black cat sits at a table and looks through a picture glass window.,mscoco,5087,0.2,1.0,103503
5390,Two female tennis players walk around the court. ,mscoco,4676,0.5,1.0,828532
5391,An orange train crosses a landscape with mountains in the distance.,mscoco,1313,0.2,0.3333333333333333,215994
5392,A skateboarder doing tricks on an indoor ramp.,mscoco,3157,0.3,0.5,699527
5393,"A bathroom with a sink, toilet, and medicine cabinet.",mscoco,3632,0.5,1.0,323000
5394,A man laying down on a bench by a wall.,mscoco,211,0.2,0.25,373135
5395,A group of people standing in the snow with snowboards.,mscoco,681,0.5,1.0,736900
5396,A hitter swings the bat at the ball while playing baseball.,mscoco,2004,0.0,0.0625,648194
5397,A young boy standing in front of a child's refrigerator freezer.,mscoco,710,0.1,0.3333333333333333,581655
5398,Two people standing beside a plane in  a field,mscoco,5425,0.3,1.0,613493
5399,Two pictures of a dog that is wearing a hat.,mscoco,4494,0.2,1.0,689810
5400,A man and a woman are riding on an elephant.,mscoco,3010,0.8,1.0,599901
5401,A white dog is looking out of an open window.,mscoco,1107,0.1,0.125,535747
5402,Large variety of fruits and vegetables on display at a market. ,mscoco,5328,1.0,1.0,91439
5403,"""Sink eye view"" of man brushing his teeth.",mscoco,4743,0.0,0.02564102564102564,633827
5404,some cattle are grazing in a field with trees,mscoco,1430,0.6,1.0,42385
5405,A man is riding his bicycle down a street.,mscoco,2417,0.6,1.0,211825
5406,A man stands in a tennis court holding a tennis racket.,mscoco,2607,0.6,0.5,16455
5407,The doorway and antique mirror is in the room with blue sky and cloud painted walls.,mscoco,5514,0.1,0.5,414463
5408,A woman cutting cake while another woman is holding a plate. ,mscoco,603,0.1,0.2,404441
5409,A male tennis player finishing a follow-through after a shot.,mscoco,5744,0.0,0.047619047619047616,815133
5410,a person is parasailing  in the water with a helmet on,mscoco,4480,0.1,0.125,431782
5411,Black man sitting on a bench behind a personal bicycle. ,mscoco,3313,0.1,1.0,8278
5412,A man throws a model airplane into the air.,mscoco,4994,0.2,1.0,757396
5413,A chocolate filled doughnut with sugar sprinkles on the outside.,mscoco,3124,0.1,0.1111111111111111,793419
5414,"An empty kitchen with a microwave, a sink, and wood cabinetry.",mscoco,2589,0.0,0.05555555555555555,783974
5415,a tree that has a park bench under it,mscoco,5411,0.8,1.0,682358
5416,A jet airplane sitting at the gate with the ground crew under the plane.,mscoco,5611,0.2,0.125,698229
5417,Several people fly kites above a paved outdoor area.,mscoco,1244,0.0,0.025,622580
5418,A close up view of a cooked pizza.,mscoco,1394,0.5,1.0,577308
5419,A black and white photo of a small plane flying.,mscoco,3510,0.7,1.0,179259
5420,Men compete in a cross country ski race,mscoco,3195,0.4,0.5,93730
5421,A couple relaxes on a bench in a landscaped park..,mscoco,1878,0.6,0.5,829091
5422,Several people flying colorful kites on a beach.,mscoco,969,0.3,1.0,644107
5423,A man in red shirt holding a baseball bat.,mscoco,3355,0.4,0.5,340279
5424,A tennis player is reaching up to hit the ball.,mscoco,1639,0.4,0.2,443628
5425,Kite surfing is a sport for many ocean goers.,mscoco,2623,0.2,0.25,763490
5426,A woman talking on the phone inside of a store,mscoco,742,0.0,0.07692307692307693,128306
5427,A cow standing in the water on a field.,mscoco,4796,0.5,0.3333333333333333,529129
5428,A close up of a pizza with tomatoes and cheese.,mscoco,3959,0.5,0.2,567017
5429,A white truck parked next to a parking meter.,mscoco,3691,0.3,1.0,671935
5430,A red and silver passenger train at a platform.,mscoco,5401,0.3,0.5,648091
5431,A man waiving will riding an elephant outdoors.,mscoco,4821,0.5,0.25,390513
5432,Two giraffes in an area of tall grasses and trees.,mscoco,4464,0.7,0.5,621324
5433,Bananas in a saucepan cooking in simmering caramel.,mscoco,2437,0.5,1.0,679558
5434,This is an image of a living room with large windows.,mscoco,4562,0.2,0.5,79230
5435,A red and green fire hydrant in front of an empty building.,mscoco,1328,0.1,0.5,170308
5436,a woman and man sit in front of white laptop,mscoco,359,0.2,0.3333333333333333,717023
5437,A toy turtle sits next to a pizza. ,mscoco,267,0.1,1.0,453854
5438,A parked red motorcycle sitting in front of a building.,mscoco,1699,0.2,1.0,321612
5439,two giraffes in a large field with a sky in the background,mscoco,2238,0.4,0.5,105357
5440,A very long large train going down a track.,mscoco,1703,0.2,0.25,274143
5441,"Looking down at a table covered with fresh eggs, vegetables and fruits",mscoco,1841,0.8,1.0,487579
5442,A group of people riding kiteboards in the ocean.,mscoco,623,0.5,0.3333333333333333,460839
5443,A green double decker bus parked outside a garage,mscoco,3396,0.1,0.125,165122
5444,A player runs towards home plate during a game.,mscoco,4340,0.1,0.14285714285714285,698270
5445,A group of elephants on grassy area next to rock and trees.,mscoco,3365,0.1,0.125,373960
5446,"A Pizza with red peppers, zucchini and cheese.",mscoco,2155,0.1,0.3333333333333333,152298
5447,A vase filled with white and purple flowers.,mscoco,3497,0.5,0.3333333333333333,479118
5448,a table with a plate of food and some eye glasses,mscoco,4713,0.0,0.013513513513513514,220284
5449,Small computer desk with electronic equipment in residential home.,mscoco,924,0.4,1.0,760054
5450,A plane engine next to a luggage cart with some people by it.,mscoco,3722,0.0,0.011764705882352941,516965
5451,A player for the Detroit Tigers taking batting practice.,mscoco,1948,0.2,0.25,601980
5452,A group of men on bikes hitching a ride on the back of a bus.,mscoco,1520,0.1,0.16666666666666666,221605
5453,A women who is sitting at a computer desk.,mscoco,2122,0.5,1.0,748769
5454,A small toilet is surrounded by antique pictures on the wall. ,mscoco,3788,0.1,1.0,67350
5455,A grey cat looks out a car window.,mscoco,3287,0.3,0.5,794211
5456,An African elephant with tusks in a green wooded area.,mscoco,893,0.4,1.0,305236
5457,"Interior bedroom scene of yellow walls, white curtains and a mattress.",mscoco,977,0.2,1.0,762193
5458,A herd of sheep walking on road next to a grassy area.,mscoco,766,0.8,1.0,259028
5459,A large herd of sheep is on a craggy hillside with grass.,mscoco,476,0.6,1.0,430523
5460,A BUS PARKED AT A STREET IN THE EVENING.,mscoco,3772,0.0,0.04,88505
5461,A black poodle sits in the basket of a bicycle. ,mscoco,1284,0.1,1.0,156552
5462,"An interior room with a white door, wooden shelf and window.",mscoco,2310,0.1,0.3333333333333333,137887
5463,Two giraffes and three zebras standing in an enclosure.,mscoco,2008,0.0,0.07142857142857142,823494
5464,A small truck is stopped next to a sidewalk.,mscoco,2281,0.1,0.1,721222
5465,A stop sign and street sign located at the corner of a street.,mscoco,1258,0.8,1.0,279580
5466,A black and white photo of a skateboarder skating with people watching.,mscoco,658,0.1,0.25,79065
5467,"A street with traffic signs, busses and cars.",mscoco,1556,0.1,1.0,384519
5468,A surfer rides the waves on his surfboard.,mscoco,1725,0.6,1.0,689388
5469,A toilet with a full roll of paper and plunger. ,mscoco,3555,0.1,1.0,365818
5470,Black and white photograph of a woman in an old kitchen,mscoco,269,0.3,1.0,659971
5471,A street corner has several signs giving directions.,mscoco,2095,0.2,1.0,743858
5472,a photo of a dirty bathroom with a toilet and a stool,mscoco,5055,0.1,1.0,588478
5473,Competitive cross country skier standing in front of sign.,mscoco,3257,0.1,0.5,554698
5474,A zebra is standing in an enclosure while grazing on the grass.,mscoco,564,0.3,0.2,266064
5475,a boy wearing a helmet riding a skateboard,mscoco,3657,0.1,0.5,537049
5476,A mother elephant and her young calf stand by a pool at the zoo. ,mscoco,1482,0.4,1.0,416293
5477,The jumbo jet is landing on a runway.,mscoco,5887,0.1,1.0,112798
5478,Two cows stand in a field with tall grass and weeds. ,mscoco,5353,0.3,1.0,547098
5479,A custom motorcycle on display at a motorcycle show.,mscoco,985,0.8,1.0,613439
5480,Man and young boy posing for photo with brick wall in background.,mscoco,2956,0.1,1.0,743720
5481,A tennis player smiles while holding a bottle of water.,mscoco,5119,0.2,1.0,161528
5482,A double Decker green bus on a street,mscoco,4526,0.7,1.0,524927
5483,Two men standing next to a table full of phones,mscoco,4098,0.1,1.0,73982
5484,A burger and a salad are being displayed on a plate. ,mscoco,3246,0.1,0.25,195237
5485,A man riding a surfboard on a wave in the ocean.,mscoco,1142,0.8,1.0,485578
5486,A giraffe towers above the grass and shrubs in its environment,mscoco,5704,0.7,1.0,186793
5487,A red electric car parked into a street side charger.,mscoco,92,0.1,1.0,262572
5488,A zebra grazes on grass inside a fence.,mscoco,5336,0.3,0.25,713179
5489,A boat docked at a port unloading passengers.,mscoco,3366,0.0,0.022727272727272728,267189
5490,"A man in air catching a Frisbee, and man and a woman in running towards him on a grass playing field with fence and wood telephone pole.",mscoco,4960,0.0,0.08333333333333333,518688
5491,A woman and man sitting beside each other and their dog on a bench. ,mscoco,3672,0.1,0.5,455110
5492,Four People riding two elephants across the water.,mscoco,331,0.0,0.07692307692307693,124826
5493,A woman wearing an apron is standing in a field between two cows.,mscoco,1547,0.1,1.0,624940
5494,Skillet with vegetables during cooking process on grill.,mscoco,1826,0.4,1.0,709432
5495,Two men in black and white uniforms playing soccer. ,mscoco,5445,0.2,0.2,201175
5496,Cars sit parked in front of a street sign. ,mscoco,1832,0.0,0.05555555555555555,159148
5497,A stop sign in front of a traffic intersection in a neighborhood.,mscoco,3472,0.5,1.0,683911
5498,An open umbrella sitting on the floor in a living room.,mscoco,3452,0.0,0.07692307692307693,70979
5499,A female tennis player is trying to hit the ball. ,mscoco,2845,0.3,0.25,678477
5500,A large group of birds sitting on metal pipes in the water.,mscoco,2987,0.3,1.0,827424
5501,A picture shows the backs of appliances in a whit walled room and a microwave next to a green bottle.,mscoco,4636,0.0,0.000946969696969697,312916
5502,A young couple sitting together sharing an umbrella.,mscoco,5956,0.4,1.0,41480
5503,A large wheel kite flying by a body of water,mscoco,4518,0.1,0.2,440847
5504,"A hotel room with a bed, chair, desk and an end table.",mscoco,909,0.4,1.0,599564
5505,Two large giraffes standing together in an enclosure,mscoco,1443,0.8,0.5,421022
5506,a red bowl with an orange inside with a dark background,mscoco,5261,0.2,1.0,47017
5507,A pile of luggage and boxes inside a room.,mscoco,4456,0.1,0.5,328414
5508,A sink and mirror are in a bathroom.,mscoco,3838,1.0,1.0,102286
5509,Two large buses are parked in a lot.,mscoco,3966,0.7,1.0,453988
5510,A cat lying on a mat with shoes ,mscoco,322,0.5,1.0,523441
5511,A man makes a face as he eats a hot dog.,mscoco,1901,0.8,0.5,143115
5512,A woman sitting on a couch with an open laptop.,mscoco,3670,1.0,1.0,29697
5513,A bathroom that has a toilet and a shower head.,mscoco,808,0.4,1.0,217831
5514,Man standing in a family room with a game controller in his hand.,mscoco,3061,0.7,1.0,229028
5515,A glass flower vase with a bouquet of different flowers.,mscoco,1070,0.6,0.3333333333333333,578877
5516,A chef smiles while putting a pie into the oven.,mscoco,1714,0.1,1.0,203540
5517,A man in a pink tie is holding hands with another man.,mscoco,3013,0.1,1.0,231354
5518,A large cat is sitting in a wooden chair.,mscoco,354,0.4,0.5,184524
5519,A young man playing Wii in a living room.,mscoco,1536,1.0,1.0,815873
5520,A clock tower with very ornate brick work,mscoco,346,0.4,1.0,42438
5521,"Black and white photo of park benches, with people in the background.",mscoco,1182,0.1,0.1111111111111111,250376
5522,A young girl is petting a dog on the couch with a lady looking on.,mscoco,3651,0.1,1.0,453428
5523,Elephants standing behind a wooden fence outside around trees.,mscoco,2460,0.0,0.03225806451612903,731221
5524,A young boy holding a Wii game controller.,mscoco,995,0.9,0.5,595121
5525,A woman holding open a cell phone in front of her face.,mscoco,2939,0.4,1.0,268666
5526,A close-up of a snowy tree with red-orange fruit still attached.,mscoco,1999,0.2,1.0,88918
5527,Some animals are hiding behind some tall green grass. ,mscoco,3111,0.2,0.16666666666666666,237754
5528,A projector sitting on a desk next to a laptop. ,mscoco,1206,0.1,0.5,227773
5529,A park bench in a shaded area of a park.,mscoco,3592,0.3,0.3333333333333333,299507
5530,A giraffe is among the trees standing in the grass.,mscoco,5574,0.6,1.0,422933
5531,A Coca-Cola bus on display at an event indoors.,mscoco,5170,0.1,0.3333333333333333,5606
5532,A young man sitting on a bench using a cell phone.,mscoco,867,0.2,1.0,324724
5533,A baseball player is at bat waiting for the pitch.,mscoco,3769,0.3,0.3333333333333333,640410
5534,Two people are sitting on the floor beside a notebook playing on their cell phones. ,mscoco,2759,0.1,0.5,640754
5535,Baseball pitcher throws ball from mound during game in evening.,mscoco,4194,0.2,0.25,748781
5536,Man standing next to truck watching dog walking in water at beach.,mscoco,3789,0.1,0.5,456195
5537,A clock hangs from the side of a building.,mscoco,2835,0.7,1.0,591105
5538,a clock next to a bull skull attached to a wall,mscoco,5352,0.1,1.0,61610
5539,A man with curly red hair looks away from the camera on a train.,mscoco,2502,0.1,1.0,136176
5540,The cattle farm with animals crowded in pens is visited by several people.,mscoco,4110,0.1,0.25,109241
5541,"Two elephants playing in water in grassy fenced in area.
",mscoco,5497,0.2,1.0,826079
5542,The photo shows a close-up of a young man is eating pizza.,mscoco,2332,0.5,1.0,763301
5543,A man is running with a frisbee in his hand down a grassy field.,mscoco,5893,0.3,0.3333333333333333,577926
5544,An adult giraffe and two young giraffes standing together.,mscoco,447,0.0,0.006535947712418301,739114
5545,Man with flying disc playing with child in grassy area.,mscoco,1765,0.1,1.0,581730
5546,"Corner view of a home restroom with toilet, mirror, sink, and bathroom products.",mscoco,801,0.1,0.1111111111111111,540078
5547,A man holding a while frisbee while standing on a field.,mscoco,3599,0.8,1.0,817533
5548,Two men and two women walking in the rain while on of the men has an umbrella over himself.,mscoco,2222,0.0,0.07142857142857142,559265
5549,A baseball player is mid-swing at home plate.,mscoco,1889,0.2,0.5,163874
5550,A brick building with a large clock on the tower.,mscoco,3941,0.3,0.5,616581
5551,A baseball player taking a swing at a ball.,mscoco,549,0.1,0.14285714285714285,31248
5552,Two skateboarders doing tricks next to a coffee house.,mscoco,2681,0.1,0.3333333333333333,94040
5553,Woman in a sun dress holding up an umbrella. ,mscoco,1422,0.2,1.0,498365
5554,A pigeon stands on a bar on a window.,mscoco,1069,0.1,1.0,597306
5555,A wrapped sandwich and a soda in a glass bottle on a table.,mscoco,1237,0.0,0.02702702702702703,278032
5556,A young child holding up a white frisbee on a field.,mscoco,1532,0.2,1.0,488798
5557,A covered canal is filled with small row boats.,mscoco,3697,0.1,1.0,361560
5558,Three zebras grazing in a natural grassy field.,mscoco,2257,0.5,1.0,155447
5559,People fly kites and relax at a crowded sunlit beach.,mscoco,5111,0.7,1.0,68740
5560,A yellow and white birtd is in flight.,mscoco,4629,0.0,0.017857142857142856,28064
5561,Several boats docked at a small boat dock.,mscoco,3294,0.8,0.5,310998
5562,a person cutting a cake on a tray with frosting,mscoco,4517,0.5,0.5,292927
5563,Man in a suit and tan jacket holding a game fish.,mscoco,5036,0.1,1.0,372331
5564,A small shelf with flowers near a mirror,mscoco,5688,0.3,1.0,300149
5565,Baseball players are holding bats in a baseball field.,mscoco,4071,0.4,1.0,763791
5566,"A surfer is riding a big wave on a white, red and gray surfboard.",mscoco,4,0.0,0.05,590752
5567,A chicken sandwich and sweet potato fries on a plate.,mscoco,3774,0.1,0.14285714285714285,141453
5568,Three elephants wading in a water hole across from a wooded area.,mscoco,5350,0.0,0.043478260869565216,791405
5569,"Dog in dramatic catch of frisbee at a competition, with onlooking player and crowd.",mscoco,3868,0.2,1.0,311196
5570,Blurry color photo of people enjoying a ski resort area,mscoco,4249,0.0,0.058823529411764705,186390
5571,A little boy stands at a counter watching pizza be made.,mscoco,1410,0.1,0.25,266240
5572,A large selection of bananas and other fruits.,mscoco,4039,0.7,1.0,437364
5573,a small bed with blue comforter and sheets,mscoco,5193,0.1,0.125,556679
5574,A view if a pleasant downtown sidewalk with an old fashioned clock and street lights,mscoco,1201,0.4,1.0,60443
5575,A red and white bus near the curb on a city street.,mscoco,367,0.0,0.09090909090909091,488559
5576,A refrigerator covered in pictures and stickers in a kitchen.,mscoco,2705,0.9,1.0,64552
5577,A couple of young men playing a game of frisbee.,mscoco,5874,0.5,0.25,383866
5578,A surfer in a wetsuit riding his board on a wave.,mscoco,2453,0.4,0.3333333333333333,796035
5579,A big black dog laying down near a disc.,mscoco,3088,0.3,0.5,332734
5580,Two baseball players in the middle of a game.,mscoco,4299,0.3,0.5,777611
5581,Black bear walking through yard of human development during daytime.,mscoco,589,0.4,0.3333333333333333,517416
5582,A kitchen is undergoing renovations with a stainless steel refrigerator and white stove.,mscoco,3711,0.1,1.0,708177
5583,a male tennis player in a white shirt is playing tennis,mscoco,1936,0.4,1.0,205151
5584,Several people are standing at a yellow food truck.,mscoco,3207,0.1,1.0,742365
5585,A cat that is sitting by a reflective ball.,mscoco,650,0.1,1.0,799976
5586,a green bus is sitting by a curb,mscoco,956,0.1,0.5,701026
5587,A kitchen counter with plates of beans and hot dogs.,mscoco,5010,0.2,0.5,41045
5588,A group of horses in a field with a train passing by in the background.=,mscoco,5733,0.1,1.0,234143
5589,An old photo of four men in a boat with a bicycle ,mscoco,1666,0.1,1.0,703901
5590,A male tennis player in yellow hits the ball.,mscoco,1460,0.2,1.0,535744
5591,Two people playing Wii games in a living room.,mscoco,533,0.4,1.0,746757
5592,a bathroom with two sinks and a tile wall ,mscoco,1575,0.2,0.5,335570
5593,A herd of sheep walking along the shore of a sandy beach.,mscoco,3990,0.3,1.0,35479
5594,A baseball player swings at the ball while the catcher is posed behind him.,mscoco,1039,0.1,0.1,37935
5595,A cat peeks it's head out from behind a screen.,mscoco,1089,0.2,0.25,701085
5596,a street sign sits on a corner next to parked cars,mscoco,271,0.0,0.02564102564102564,328473
5597,Two elephants with intertwined trunks standing in an enclosure.,mscoco,5953,0.4,0.5,808808
5598,"A market with a variety of fruits including water melons, green and yellow bananas.",mscoco,5112,0.2,0.5,231818
5599,A brown and white cow lays in a hay covered stall.,mscoco,5021,0.3,1.0,536173
5600,Closeup of various fruits that include bananas and apples.,mscoco,797,0.5,1.0,190197
5601,A man in a blue shirt surfing in the ocean.,mscoco,2807,0.1,0.5,179938
5602,a small white toilet in a white tiled bathroom,mscoco,5587,0.1,0.25,762718
5603,The little asian baby is eating a small carrot.,mscoco,1407,0.1,1.0,788349
5604,Several containers of vegetables are displayed in a market.,mscoco,4688,0.6,0.5,807982
5605,A plane sitting on the runway at sunset.,mscoco,3553,0.4,1.0,753185
5606,A woman is milking a cow in the animal stable. ,mscoco,4746,0.2,0.14285714285714285,363448
5607,A cat laying on its back next to a pair of shoes.,mscoco,5113,0.1,0.2,121414
5608,A police motorcyclist in motion on the road.,mscoco,4593,0.8,1.0,458716
5609,A group of sheep standing on the rocky shores of a beach.,mscoco,227,0.1,1.0,269693
5610,A large bathroom has a tiny window and a tub and toilet and sink and mirror.,mscoco,1963,0.0,0.003389830508474576,316793
5611,"35mm macro shot a kitten licking a baby duck, studio lighting.",drawbench,153,0.0,0.0,153
5612,The birthday cake is decorated with icing and sticks. ,mscoco,605,0.3,0.3333333333333333,727226
5613,Competitor returning volley during tennis match on grass court.,mscoco,2306,0.0,0.008928571428571428,642495
5614,An airplane on display in a park near a street.,mscoco,3974,0.5,1.0,288448
5615,A family of three sit under two umbrellas at a beach.,mscoco,1030,0.1,1.0,723805
5616,A Frisbee lies on the pavement by a man in shorts at night,mscoco,3830,0.1,0.125,233371
5617,A toilet with a wooden seat sitting next to a white tub.,mscoco,5247,0.2,1.0,318224
5618,An image of the back trunk of a truck.  ,mscoco,1477,0.2,0.125,597767
5619,Two men standing by a car on a hill top.,mscoco,1260,0.1,0.2,187072
5620,A small commuter train pulling into the train station,mscoco,2285,0.0,0.008064516129032258,94181
5621,A COW IS WALKING WITH ITS OWNER AT A FAIR,mscoco,1736,0.0,0.023809523809523808,100313
5622,an unmade bed with striped pillows and a metal head board on a wooden floor.,mscoco,439,0.0,0.09090909090909091,247488
5623,"A green street sign that reads "" Pike "" hanging from a pole.",mscoco,2466,0.0,0.0625,690445
5624,A young child sits in a chair eating food.,mscoco,3310,0.6,1.0,814881
5625,A bathroom that is heavily decorated with wood.,mscoco,1413,0.4,1.0,505147
5626,A narrow gap between two buildings with a clock tower in the middle,mscoco,3150,0.1,0.14285714285714285,534534
5627,A small bowl of oranges on a table.,mscoco,3503,1.0,1.0,113549
5628,a young woman is playing with a red umbrella,mscoco,1438,0.0,0.034482758620689655,712560
5629,A man holding a kite in a park ,mscoco,5180,0.7,0.5,588310
5630,Three men sit at a conference discussing a topic,mscoco,5294,0.1,0.3333333333333333,310927
5631,Boy preparing throw a frisbee at night on red sand,mscoco,5740,0.1,1.0,568761
5632,A baseball player running towards base while the baseman is waiting to catch the baseball. ,mscoco,964,0.1,0.2,355500
5633,The large electronic toilet has a label on the back of the seat.,mscoco,897,0.6,1.0,455542
5634,A toilet in a small tiled bathroom with white walls.,mscoco,4462,0.4,1.0,751297
5635,Motorcycle parked perpendicular on side of city street at night.,mscoco,5467,0.2,0.5,657154
5636,A prepared meal is sitting on a table.,mscoco,1205,0.0,0.025,803686
5637,Two Siamese cats rest on a pink blanket.,mscoco,4959,0.1,1.0,683960
5638,Renovations being performed on the interior of a house. ,mscoco,3029,0.2,1.0,501553
5639,Arrangement of small white flowers and conifer branches in a vase.,mscoco,1773,0.0,0.07692307692307693,555151
5640,A small bathroom with a cabinet over the toilet,mscoco,1457,0.4,1.0,688645
5641,A woman in white shirt looking at a piece of cake on white plate.,mscoco,4813,0.2,1.0,357216
5642,"A display of white and red teddy bears that say ""I love you"".",mscoco,2017,0.1,1.0,40295
5643,An elephant lifts a chained metal can with its trunk.,mscoco,5647,0.1,1.0,697213
5644,A plate of broccoli and carrots on a table.,mscoco,1436,0.4,1.0,431632
5645,Child at bat in Little League baseball while teammate watches from first base.,mscoco,4572,0.0,0.05263157894736842,131929
5646,A group of giraffe standing next to a wooden fence.,mscoco,730,0.5,1.0,583583
5647,a white vase with some yellow and white flowers,mscoco,2278,0.3,1.0,546688
5648,"If you need a toilet, there are a couple on the curb.",mscoco,5968,0.2,0.5,603658
5649,A gray haired man is wearing a blue shirt and has a tie draped around his neck.,mscoco,316,0.1,0.1,496526
5650,A corner of street with a building showing a bowling pin.,mscoco,3570,0.0,0.08333333333333333,372830
5651,A doughnut that is in pieces on a plate.,mscoco,305,0.3,1.0,517939
5652,A baseball player holding a bat on a field.,mscoco,4209,0.9,1.0,217326
5653,Wet elephants shake water onto people bathing them.,mscoco,2560,0.4,1.0,17132
5654,Computer equipment sits on shelves of a desk. ,mscoco,5636,0.5,0.5,103684
5655,Small multicolored airplane sitting on a landing strip.,mscoco,3165,0.2,1.0,325255
5656,An electric commuter train coming in to the station,mscoco,1322,0.3,0.5,332186
5657,A woman holding a video game controller and grinning.,mscoco,2872,0.7,1.0,286515
5658,A man and dog in a frisbee competition.,mscoco,2959,0.8,1.0,734557
5659,An adult and a juvenile zebra graze in a green field.,mscoco,2661,0.2,1.0,417621
5660,"Closeup of a small pizza with mushrooms, broccoli and cheese.",mscoco,2779,0.0,0.04,257129
5661,A woman smiles while holding a beverage near various donuts.,mscoco,733,0.1,1.0,343239
5662,The stop sign is posted beside a busy city street.,mscoco,4699,0.2,0.5,555427
5663,Group of giraffes standing on grassy field in open enclosure. ,mscoco,982,0.4,0.3333333333333333,814250
5664,A pizza sitting on top of a white plate.,mscoco,5746,0.8,1.0,766828
5665,A heard of dairy cows photographed in black and white.,mscoco,3064,0.4,1.0,312983
5666,Two kids on a tennis court playing tennis,mscoco,406,0.5,1.0,132621
5667,Four mini pizzas on a plate by a wine glass.,mscoco,3019,0.1,0.5,153635
5668,Several police officers on motorcycles parked on the street.,mscoco,2386,0.0,0.03225806451612903,443734
5669,The four men are performing in costumes. ,mscoco,1738,0.1,0.3333333333333333,385848
5670,Two men walking with surfboards under their arms.,mscoco,3197,0.7,1.0,302740
5671,Woman with cell phone posing on city street at night.,mscoco,2293,0.1,0.14285714285714285,554976
5672,A man and woman posing for a photo with a cake.,mscoco,2002,0.6,1.0,513237
5673,A bathroom that has a large window in it.,mscoco,1620,0.3,0.25,350548
5674,A man in a red baseball cap and sunglasses eating a slice of cheese pizza on a plate. ,mscoco,4605,0.1,1.0,486544
5675,Two brown and white cows graze in a pasture,mscoco,4327,0.1,0.2,304036
5676,A blue sake pitcher sits by two cups,mscoco,591,0.1,1.0,19704
5677,A dark blue vase with clear handles holds green foliage.,mscoco,1169,0.1,1.0,758079
5678,A person on a surfboard in the water.,mscoco,613,0.1,1.0,449068
5679,A fire hydrant that has been painted white and orange.,mscoco,4983,0.2,0.5,788729
5680,Cut up pictures of plants from magazines and a pair of scissors.,mscoco,2646,0.1,1.0,713373
5681,A woman is playing Frisbee with a dog.,mscoco,2952,0.6,1.0,452049
5682,Old dark painted locomotive near yellow painted boxcar on next track.,mscoco,5059,0.0,0.009259259259259259,232695
5683,Young snowboarder on shallow slope with snow and others,mscoco,4945,0.1,0.5,782964
5684,A boy smiles while eating pizza at a table with his friend.,mscoco,2605,0.3,1.0,22498
5685,A woman playing tennis on a clay court.,mscoco,2372,0.3,0.2,15389
5686,A group of people riding skis down a snow covered slope.,mscoco,3011,0.4,1.0,803489
5687,A red motorcycle parked in a parking lot.,mscoco,764,0.7,1.0,254408
5688,A toilet that has the seat up in a bathroom.,mscoco,3595,0.5,0.2,749110
5689,Lettuce and dried fruit sit in bowls on a table.,mscoco,3279,0.1,0.14285714285714285,724599
5690,a man that is skiing across some snow field,mscoco,5382,0.1,1.0,650595
5691,A close up of an Apple keyboard and wireless mouse.,mscoco,2542,0.3,1.0,163215
5692,Tampa Rays baseball player high fives his teammate.,mscoco,5081,0.0,0.004329004329004329,7602
5693,A skateboarder jumps off the end of a high ramp on his board.,mscoco,4286,0.3,0.5,679328
5694,a man standing in his kitchen in the middle of reading a magazine,mscoco,215,0.2,1.0,512860
5695,A busy city street with traffic passing a warning sign.,mscoco,1323,0.0,0.022727272727272728,310021
5696,The view of a kitchen that has an island with a bowl of fruit.,mscoco,4926,0.1,0.3333333333333333,203766
5697,"A pair of scissors, measuring tape, ruler and hole punch on a table.",mscoco,3853,0.2,1.0,804130
5698,A skateboarder in mid air performing a trick.,mscoco,3477,0.2,1.0,38602
5699,Several shopping bags are sitting on a blue bench.,mscoco,1746,0.1,1.0,606270
5700,An assortment of doughnuts are arranged in a box.,mscoco,528,0.9,1.0,690387
5701,"A bike that has ""Bike And Destroy"" written on it's side.",mscoco,4682,0.1,1.0,495562
5702,An elephant under the sea.,drawbench,32,0.0,0.0,32
5703,A tennis player hits the ball while the crowd watches,mscoco,3680,0.2,0.25,674940
5704,A poodle and a another hairy dog are playing with each other.,mscoco,5370,0.3,1.0,639222
5705,A three wheel motor bike parked next to a motorcycle on a side walk. ,mscoco,4542,0.0,0.022222222222222223,478364
5706,A skier in red leaving a starting area at The Olympics.,mscoco,5879,0.1,0.3333333333333333,39439
5707,Two blue and black parking meters sitting on a sidewalk.,mscoco,2484,0.1,1.0,83152
5708,A snowy city street with a french stop sign.,mscoco,3835,0.1,1.0,732095
5709,A girl flying a yellow kite on a field. ,mscoco,22,0.0,0.06666666666666667,27533
5710,View of a bathroom vanity and mirror with a closed box sitting on top.,mscoco,4778,0.1,1.0,485567
5711,A group of people sit at tables to eat a Christmas meal.,mscoco,5470,0.1,0.1111111111111111,137544
5712,A table with red and blue table cloth and yellow tulips,mscoco,1730,0.2,1.0,333855
5713,A green bus that is parked in front of other buses.,mscoco,5405,0.6,1.0,415470
